ID_CANDIDATO;CENTRO_TRABAJO;OCUPACION;DESDE;HASTA
159191;MUNICIPALIDAD DISTRITAL JALCA GRANDE;RESPONSABLE DE UNIDAD FORMULADORA;2019;HASTA LA ACTUALIDAD
159191;NEC EL CENEPA;COORDINADOR DE PROYECTOS DEL NEC;2018;2019
159191;DIRECCION REGIONAL AGRARIA AMAZONAS;EVALUADOR DE PROYECTOS DE INVERSIÓN;2016;2017
159191;MUNICIPALIDAD DISTRITAL JALCA GRANDE;JEFE DE LA OFICINA DE PROGRAMACIÓN DE INVERSIONES;2013;2014
159191;MUNICIPALIDAD DISTRITAL DE BALSAS;DIRECTOR EJECUTIVO DEL PROYECTO (CONVENIO CON EL FIP);2011;2013
159192;COOSED SANTA ANGELA;AUXILIAR CONTABLE;2014;2014
159192;MINERA TAURO SAC.;ASISTENTE CONTABLE;2014;2015
159192;UNIDAD EJECUTORA N° 303 - BAGUA;ASISTENTE DE INFRAESTRUCTURA;2016;2016
159192;GRUPO JASP EIRL;ADMINISTRADORA;2016;2016
159192;INSTITUTO DE EDUCACION SUPERIOR PEDAGOGICO PUBLICO CESAR ABRAHAM VALLEJO MENDOZA-BAGUA;CONTADORA;2017;2018
161235;INSTITUTO SUPERIOR TECNOLOGIO GUSTAVO E.LANATTA LUJAN;DOCENTE;2010;2012
161236;UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA;DOCENTE UNIVERSITARIO;2004;2019
158066;HOSPITAL SANTIAGO APOSTOL / MINSA;MEDICO CIRUJANO;2005;HASTA LA ACTUALIDAD
158066;DM ESPECIALISTAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;MEDICO CIRUJANO OFTALMOLOGO;2014;HASTA LA ACTUALIDAD
158067;GOBIERNO REGIONAL DE AMAZONAS;TECNICO ANALISTA DE SISTEMAS;2019;2019
160782;CONGRESO DE LA REPUBLICA;ASESOR;2019;2019
160782;CONGRESO DE LA REPÚBLICA;ASESOR;2018;2018
160782;CONGRESO DE LA REPÚBLICA;ASESOR;2016;2016
160782;CONGRESO DE LA REPÚBLICA;ASESOR;2014;2015
160782;CONGRESO DE LA REPÚBLICA;SAESOR;2013;2014
160783;UNIVERSIDAD SAN ANDRES;DOCENTE;2018;2019
160784;DIRECTORA DE LA INSTITUCION EDUCATIVA "SAN JUAN";DIRECTORA;1997;2017
158432;REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL;JEFE DE LA OFICINA DE SEGURIDAD Y DEFENSA NACIONAL;2016;2019
158432;REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL;JEFE DE LA OFICINA DE SEGURIDAD Y DEFENSA NACIONAL;2011;2015
158432;EJERCITO DEL PERU;COMANDANTE GENERAL DEL EJERCITO DEL PERU;2008;2010
158432;COMANDO CONJUNTO DE LAS FUERZAS ARMADAS;JEFE DE ESTADO MAYOR CONJUNTO DE LAS FUERZAS ARMADAS;2008;2008
158432;EJERCITO DEL PERU;COMANDANTE GENERAL DE LA II DIVISION DE EJERCITO;2006;2007
158433;LA PLUMA EIRL;GERENTE;1999;HASTA LA ACTUALIDAD
158433;AMBITO PRIMVADO - PERSONA CIVIL;COMUNICADOR SOCIAL;2014;HASTA LA ACTUALIDAD
158433;SUNAFIL;APOYO EN COMUNICACIONES EN LA INTENDENCIA REGIONAL DE ANCASH ZONAL HUARAZ;2015;2015
158433;INSTITUTO NACIONAL DE RADIO Y TELEVISION DEL PERU - IRTP;ESPECIALISTA EN SISTEMAS ADMINISTRATIVOS HUARAZ, JEFE ZONAL EN: JAEN, MOQUEGUA, TACNA(E);2008;2014
158433;MUNICIPALIDAD PROVINCIAL DE YUNGAY;SECRETARIO GENERAL;2005;2006
158434;ISTP RIO SANTA;DOCENTE EN PESQUERIA;2018;2018
158434;MINISTERIO PUBLICO - PRONOE N° 1 (CEBA GRAN CHAVIN);DOCENTE DE FISICA MATEMATICA;1984;2014
158434;UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE;DOCENTE EN LA FACULTAD DE EDUCACION Y HUMANIDADES;2001;2003
158434;CESMEC PERU;INSPECTOR;1998;2001
158434;INTERNATIONAL ANALYTICAL SERVICES SA;JEFE DE OFICINA;1989;1998
158435;INSTITUTO NACIONAL DE INVESTIGACIÓN EN GLACIARES Y ECOSISTEMAS DE MONTAÑA;COMUNICADORA;2017;2017
158435;YACHT CLUB ANCON;JEFA DE IMAGEN Y COMUNICACIONES;2012;2014
158435;CERTIFICACIONES DEL PERÚ S.A;COORDINADORA DE IMAGEN;2009;2012
157897;ESTACIÓN DE SERVICIOS DELUSA EIRL;GERENTE;2007;HASTA LA ACTUALIDAD
157897;COMPLEJO TURÍSTICO HUANCAMUÑA EIRL;GERENTE;2010;HASTA LA ACTUALIDAD
157897;DISTRIBUIDORA DE LUBRICANTES Y REPUESTOS AUTOMOTRIZ DELUSA EIRL;GERENTE;1997;2018
157897;SERVICENTRO DELUSA S.A.C;GERENTE;2019;HASTA LA ACTUALIDAD
157898;MUNICIPALIDAD DISTRITAL DE COLCABAMBA;ÁREA TÉCNICA MUNICIPAL;2019;HASTA LA ACTUALIDAD
157898;MUNICIPALIDAD DISTRITAL DE PIRA;RESPONSABLE OFICINA PROGRAMA INV;2017;2018
157898;CONSTRUCTORA Y CONSULTORA SAVE S.A.C;GERENTE GENERAL;2010;2019
157899;MUNICIPALIDAD PROVINCIAL DE RECUAY;ENCARGADO DE SEGUIMIENTO DEL PROGRAMA DE INCENTIVOS  A LA MEJORA DE LA GESTIÓN MUNICIPAL;2019;HASTA LA ACTUALIDAD
157899;MUNICIPALIDAD DISTRITAL DE SAN JUAN;ASESOR DE LA OFICINA DE DESARROLLO ECONÓMICO, SOCIAL Y GESTIÓN AMBIENTAL;2019;2019
157899;MUNICIPALIDAD DISTRITAL DE PAMPAROMAS;ALCALDE;2011;2014
157899;MUNICIPALIDAD DISTRITAL DE PAMPAROMAS;ALCALDE;2015;2018
157901;AFOCAT CHIMBOTE REGIÓN ANCASH;ADMINISTRADOR;2007;HASTA LA ACTUALIDAD
161625;MINISTERIO PUBLICO (CON LICENCIA);ABOGADO;2012;2018
159453;MAGESTAD TV CANAL 15;COMUNICADOR SOCIAL;2002;2019
159455;INSTITUTO DE EDUCACIÓN SUPERIOR PEDAGÓGICO PUBLICO DE HUARAZ;DOCENT;1999;2019
159456;ESTUDIO JURÍDICO MAUTINO TINOCO & ASOCIADOS;ABOGADA;1989;2019
159457;INDEPENDIENTE;ABOGADA;2012;2019
160201;INGENIEROS ECO CONSULTORES CONSTRUCTORES E.I.R.L;TITULAR/GERENTE;2015;2019
160202;HABITE DISEÑO Y CONSTRUCCION;ARQUITECTA/DISEÑADORA;2017;2019
160203;UNIA;PRESIDENTE DE CO;2016;2019
160205;EMPRESA MINERA LOS QUENUALES;MECANICO;2017;HASTA LA ACTUALIDAD
160454;MINISTERIO DEL INTERIOR - PREFECTURA DE ANCASH;|GOBERNADOR DE LOS DISTRITOS DE INDEPENDENCIA; ANTA Y CHAVIN; SUBPREFERCTO DE LA PROV. HUARI|;1991;2000
160454;GRUPO MORENO AUTOMOTRIZ S.A.;ALMACENERO;2011;2012
160455;CONGRESO DE LA REPUBLICA;CONGRESISTA;2016;2019
160455;DOIL INTERNATIONAL S.A.C.;EJECUTIVO;2012;2016
160455;CORTE SUPERIOR DE JUSTICIA DE CAÑETE;ASESOR DE CONTRATACIONES Y ADQUISICIONES;2010;2010
160456;COMPAÑÍA PERUANA DE PETRÓLEOS GAS Y GASOLINA;ASESOR LEGAL;2019;HASTA LA ACTUALIDAD
160456;CONGRESO DE LA REPÚBLICA;ASESOR PRINCIPAL;2016;2019
160456;INMOBILIARIA E INVERSIONES RB;ASESOR LEGAL;2015;2016
160456;CONGRESO DE LA REPÚBLICA;ASESOR PRINCIPAL;2011;2015
160456;UNIVERSIDAD LOS ÁNGELES DE CHIMBOTE;DOCENTE UNIVERSITARIO;2004;2012
159524;HOSPITAL I CONO SUR ESSALUD;JEFE DE SERVICIO;1990;HASTA LA ACTUALIDAD
159525;VILLACALDE S.A.;ABOGADO;2005;HASTA LA ACTUALIDAD
159526;FARMACIA "CESI";QUÍMICA FARMACÉUTICA  ASISTENTE;2019;HASTA LA ACTUALIDAD
160663;AUTORIDAD PARA LA RECONSTRUCCIÓN CON CAMBIOS;GERENTE REGIONAL ANCASH;2017;2019
160666;I.E. P. LOUDES DE ALEMAN CORNEJO;PSICOLOGA;2015;2018
160666;I.E.P.. AURELIO BALDOR S.A.C.;PSICOLOGA;2012;2014
160666;PROCESOS ACUICOLAS S.A.C.;PSICOLOGA;2010;2011
160666;CONSULTORIO PSICOLÓGICO PEÑA;PSICOLOGA;2019;HASTA LA ACTUALIDAD
160664;ABOGADA LITIGANTE- ACTUALMENTE CASMA;ASESORA SOCIAL- ABOGADA;2016;HASTA LA ACTUALIDAD
159203;FARMACIA BAZAN;ADMINISTRADORA;1973;HASTA LA ACTUALIDAD
159205;PRODUCCIONES VISION EIRL LIMITADA - RADIO CHEVERE;COMUNICADOR SOCIAL;2010;2018
159205;GOBIERNO REGIONAL DE ANCASH;GESTOR DE PROGRAMAS SOCIALES;2019;2019
159206;GOBIERNO REGIONAL DE ANCASH;GERENTE REGIONAL DE PLANEAMIENTO, PRESUPUESTO Y ACONDICIONAMIENTO TERRITORIAL;2019;2019
159206;MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA;ALCALDE;2015;2018
159206;MUNICIPALIDAD PROVINCIAL DE SIHUAS;CONTADOR EXTERNO;2011;2014
159206;MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA;CONTADOR EXTERNO;2007;2010
159207;CONGRESO DE LA REPUBLICA;ASISTENTE;2018;2018
159386;MUNICIPALIDAD DISTRITAL DE SANTO TORIBIO;SERVICIO PROFECIONAL PARA LA IMPLEMENTACIÓN DEL SISTEMA DE CONTROL INTERNNO;2019;HASTA LA ACTUALIDAD
159386;MUNICIPALIDAD DISTRITAL DE SANTO TORIBIO;GERENTE MUNICIPAL;2019;2019
159386;MUNICIPALIDAD DISTRITAL DE COLCABAMBA;JEFE DE ABASTECIMIENTO Y LOGÍSTICA;2018;2018
159386;MUNICIPALIDAD DISTRITAL DE CUSCA;COORDINADORA DEL PROGRAMA DE INCENTIVOS;2016;2017
159386;STENICA S.A;ASISTENTE DE SUCURSAL;2012;2016
159388;MUNICIPALIDAD DISTRITAL DE LUCMA;GERENTE MUNICIPAL;2017;2018
159388;MUNICIPALIDAD DISTRITAL DE LUCMA;GERENTE DE INFRAESTRUCTURA;2016;2016
159388;GOBIERNO REGIONAL DE ANCASH;SUB GERENTE DE ABASTECIMIENTOS Y SERVICIOS AUXILIARES;2015;2015
159388;UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE - ULADECH;DOCENTE UNIVERSITARIO;2012;2014
159388;MUNICIPALIDAD DISTRITAL DE AQUIA;JEFE DE LOGISTICA;2010;2010
159389;INDEPENDIENTE;CORREDOR INMOBILIARIO;2012;2015
159389;INEPENDIENTE;CONSULTOR DE SERVICIOS INFORMÁTICOS Y SERVICIOS GENERALES;2016;2017
159389;INDEPEDIENTE;PROYECTISTA;2014;2019
159389;PARTIDO MORADO;COACH  EN LIDERAZGO POLÍTICO;2017;2019
159390;I.E. CLARITA;DOCENTE DE AULA;2013;2013
159390;I.E. CLARITA;DOCENTE DE AULA;2016;2017
159390;INSTITUCIÓN EDUCATIVA N° 1588;DOCENTE DE AULA;2018;2018
159390;JR TUPAC AMARU MZA. F LOTE 6;DIRECTORA;2019;HASTA LA ACTUALIDAD
159198;FERWI - CAR;PROPIETARIO;1994;HASTA LA ACTUALIDAD
159199;SERVICIOS  DE ASESORAMIENTO EN  CONTABILIDAD DE MANERA INDEPENDIENTE;CONTADOR PUBLICO COLEGIADO;2016;HASTA LA ACTUALIDAD
159199;GOBIERNO REGIONAL DE ANCASH;TÉCNICO EN FINANZAS II SUB GERENCIA DE ADMINISTRACIÓN FINANCIERA;2014;2014
159199;EMPRESA DE SERVICIOS Y PRODUCCIÓN ALQUIMIA S.R.L;GERENTE GENERAL;2009;HASTA LA ACTUALIDAD
159200;INVERSIONES GENERALES HEMARINAS E.I.R.L;MANTENIMIENTOS DE EQUIPOS ELECTRÓNICOS;2017;HASTA LA ACTUALIDAD
161599;DIRECCION REGIONAL DE EDUCACIÓN ANCASH UGEL HUARAZ;DOCENTE CESANTE;1992;2019
161601;RED DE SALUD PACIFICO NORTE;MEDICO CIRUJANO;2016;2019
160008;ESTUDIO JURÍDICO "ESTRADA&HERRERA" ABOGADOS;ABOGADO;2011;HASTA LA ACTUALIDAD
160008;MUNICIPALIDAD PROVINCIAL DEL SANTA;REGIDOR;2015;2018
160008;ESCUELA TÉCNICA DE LA POLICÍA NACIONAL DEL PERÚ;DOCENTE;2016;2017
160008;MISTERIO PUBLICO - FISCALIA DE LA NACIÓN;FISCAL PROVINCIAL ANTICORRUPCIÓN;2011;2011
160008;MINISTERIO PUBLICO - FISCALIA DE LA NACIÓN;FISCAL ADJUNTO CIVIL;2006;2010
160009;PUESTO DE SALUD MIRGAS;MEDICO CIRUJANO;2019;HASTA LA ACTUALIDAD
160010;UNIDAD DE GESTIÓN LOCAL CARLOS FERMIN FITSCARRALD;DIRECTOR;2016;2019
160010;MUNICIPALIDAD PROVINCIAL DE YUNGAY;ALCALDE;2011;2014
160010;CENTRO DE EDUCACION BASICA ALTERNATIVA SANTA INES;PROFESOR;1995;2010
160011;EMPRESA CONSTRUCTORA JHOE S.A.C;EMPRESARIA;2009;HASTA LA ACTUALIDAD
160011;CORPORACION JS&G S.A.C;EMPRESARIA;2019;HASTA LA ACTUALIDAD
160011;PROVEEDORA EN GENERAL- PERSONA NATURAL;PROVEEDORA;2012;HASTA LA ACTUALIDAD
160011;UGEL HUARAZ;DOCENTE;2016;2017
160012;RADIODIFUSORA HUANDOY E.I.R.L.;COMUNICADOR SOCIAL;2015;HASTA LA ACTUALIDAD
158051;MUNICIPALIDAD PROVINCIAL DE HUAYLAS -CARAZ;JEFE DE LA UNIDAD DE OBRAS Y LIQUIDACIONES;2012;2012
158051;MUNICIPALIDAD DISTRITAL DE HUACHIS - HUARI;GERENTE DE OBRAS, DESARROLLO ECONOMICO SOCIAL Y AMBIENTAL;2012;2013
158051;MUNICIPALIDAD PROVINCIAL DE HUAYLAS - CARAZ;GERENTE DE DESARROLLO URBANO Y RURAL;2014;2014
158051;HOSPITAL VÍCTOR RAMOS GUARDIA DE HUARAZ;ESPECIALISTA EN INGENIERÍA DE LA CONSTRUCCIÓN DE OBRAS CIVILES;2018;2018
158052;INDUSTRIA PESADAS CALDAS E.I.R.L;ADMINISTRACION;2010;2019
158053;MINISTERIO DEL TRABAJO LIMA;DIRECTOR;2014;2015
158053;GOBIERNO REGIONAL DE ANCASH;GERENTE DE LA SUB REGION PACIFICO;2017;2017
158054;OFICINA NACIONAL DE GOBIERNO    ONAGI;SUPREFECTA DE LA PROVINCIA DE HUAYLAS;2011;2014
158054;SOCIEDAD DE BENEFICENCIA PUBLICA DE CARAZ;PRESIDENTA DEL DIRECTORIO;2015;2015
158055;MUNICIPALIDAD DISTRITAL DE LA PRIMAVERA - BOLOGNESI ANCASH;ALCALDE;2011;2014
158055;MUNICIPALIDAD DISTRITAL DE LA PRIMAVERA - BOLOGNESI ANCASH;ALCALDE;2015;2018
158232;CORTE SUPERIOR DE JUSTICIA DEL SANTA;SECRETARIO JUDICIAL;1996;2001
158232;MINISTERIO DE JUSTICIA  - PROCURADURIA PUBLICA ANTICORRUPCION DEL SANTA;ABOGADO ADJUNTO;2002;2004
158232;MINISTERIO DE JUSTICIA - PROCUDARIA PUBLICA ANTICORRUPCION DEL SANTA;PROCURADOR PUBLICO;2004;2006
158232;MUNICIPALIDAD DISTRITAL DE SAMANCO;ASESOR LEGAL EXTERNO;2007;2009
158232;MUNICIPALIDAD DISTRITAL DE MORO;ASESOR LEGAL EXTERNO;2009;2009
158234;UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE;DOCENTE UNIVERSITARIO;2006;2018
158235;INSTITUCION EDUCATIVA SANTA ROSA;DOCENTE;2011;2019
158236;EMPRESA DE SEGURIDAD Y VIGILANCIA SERGECOR;VIGILANTE DE SEGURIDAD;2019;HASTA LA ACTUALIDAD
161014;FONDO DE DESARROLLO PESQUERO  - FONDEPES;PRESIDENTE;2006;2006
161014;MINISTERIO DE PESQUERIA;MINISTRO;1989;1990
161014;PESCA PERU;PRESIDENTE DE DIRECTORIO;1986;1989
161014;PESCA PERU;GERENTE GENERAL;1985;1986
161015;CONSULTORIO ODONTOLOGICO;CIRUJANO DENTISTA;2009;HASTA LA ACTUALIDAD
161490;EMPRESA DE TRANSPORTES TURISTICOS MONY TOURS EIRL;GERENTE;1998;HASTA LA ACTUALIDAD
161491;IE 89002;AUXILIAR DE EDUCACION;2018;2019
161493;EJERCITO DEL PERU;INSTRUCTOR MILITAR;1998;2010
159164;HOSPITAL DE ESSALUD 2;ASESOR EXTERNO DE LA GERENCIA;2019;2019
159164;SUB REGION DEL PACIFICO;DIRECTOR DE TRANSPORTES;2018;2018
159165;GOBIERNO REGIONAL DE ANCASH;DIRECTOR REGIONAL DE LA AGENCIA REGIONAL DE COPERACION TECNICA INTERNACIONAL;2017;2018
159165;MUNICIPALIDAD DISTRITAL DE HUALLANCA;GERENTE MUNICIPAL;2018;2018
159165;ESCUELA TECNICO SUPERIOR PNP - CHIMBOTE;DOCENTE;2016;2017
159165;UNIVERSIDAD PRIVADA CESAR VALLEJO;DOCENTE;2016;2017
159165;UNIVERSIDAD PRIVADA SAN PEDRO;DOCENTE;2015;2015
159166;MUNICIPALIDAD DISTRITAL DEL SANTA;GERENTE MUNICIPAL;2019;HASTA LA ACTUALIDAD
159167;UNIVERSIDAD PRIVADA CESAR VALLEJO;DOCENTE UNIVERSITARIO;2017;2019
159167;UNIVERSIDAD DE SAN MARTIN DE PORRES;DOCENTE;2019;HASTA LA ACTUALIDAD
159168;MUNICIPALIDAD DISTRITAL DE QUILLLO;JEFA DE LA DEMUNA;2016;2018
161026;MUNICIPALIDAD PROVINCIAL DE HUARI;RESPONSABLE DEL ÁREA TÉCNICA MUNICIPAL;2019;2019
161026;CONSTRUCTORA E INMOBILIARIA JHF E.I.R.L.;ASISTENTE TÉCNICO DE OBRA;2018;2019
161026;MUNICIPALIDAD DISTRITAL DE ANRA;ENCARGADA DE PLATAFORMA DEL SEACE;2018;2018
161026;CONTRATISTAS GENERALES DIAMANTE S.A.C.;DISEÑO E IMPLEMENTACIÓN PARA ORNAMENTAR ESTRUCTURAS DE TECHO;2018;2018
161026;MUNICIPALIDAD DISTRITAL DE SAN NICOLÁS;ELABORACIÓN DE ESTUDIO DE CARACTERIZACIÓN DE RESIDUOS SÓLIDOS DOMICILIARIOS Y ELAB. PLAN VIAL M40.;2016;2017
161027;CEBA GRAN CHAVIN;PROFESOR POR HORAS;2019;2019
161027;I.E. REPÚBLICA ARGENTINA;DIRECTOR;2006;2018
161027;MINISTERIO DE EDUCACIÓN;DIRECTOR GENERAL COLEGIO DE ALTO RENDIMIENTO;2015;2016
161027;DIRECCION REGIONAL DE EDUCACIÓN;DIRECTOR;2009;2010
161027;DIRECCION REGIONAL DE EDUCACIÓN;DIRECTOR;2017;2018
158860;INDEPENDIENTE;TAXISTA;2018;HASTA LA ACTUALIDAD
158860;OFICINA NACIONAL DE GOBIERNO INTERIOR - ONAGI;TECNICO 2 CHOFER 1;2016;2017
158860;MUNICIPALIDAD PROVINCIAL DE HUARAZ;CONDUCTOR DE ALCALDIA;2013;2014
158861;MUNICIPALIDAD PROVINCIAL DE CARHUAZ;GERENTE/INGENIERO;2019;2019
158861;UNIDAD EJECUTORA FONDO SIERRA AZUL - MINAGRI;JEFE DE UNIDAD FORMULADORA / INGENIERO;2017;2017
158861;MUNICIPALIDAD PROVINCIAL DE SAN ROMAN, JULIACA, PUNO;GERENTE MUNICIPAL / INGENIERO;2017;2017
158861;FONDO SOCIAL MAGISTRAL;GERENTE GENERAL / INGENIERO;2016;2017
158861;RED DE MUNICIPALIDADES URBANAS Y RURALES DEL PERÚ;COORDINADOR NACIONAL GESTIÓN DEL TERRITORIO Y DE RECURSOS NATURALES / INGENIERO;2013;2014
158862;MUNICIPALIDAD DE DISTRITAL DE HUALLANCA;SUPERVISOR DE OBRA;2019;2019
158863;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO;ABOGADA;2019;2019
158863;MUNICIPALIDAD PROVINCIAL DEL CALLAO;ABOGADA;2017;2018
158863;CONGRESO DE LA REPUBLICA DEL PERÚ;ABOGADA;2015;2016
158863;CONGRESO DE LA REPUBLICA DEL PERÚ;ABOGADA;2014;2015
158864;ESTUDIO JURIDICO;ABOGADO;2016;2019
158864;MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS;DEFENSOR PUBLICO PENAL;2015;2016
